Date,Close
02-23-2018,10528
02-24-2018,9873.79
02-25-2018,10457.51
02-26-2018,10879.38
02-27-2018,11067.76
02-28-2018,11090.3
03-01-2018,11191.94
03-02-2018,11530.66
03-03-2018,11539.79
03-04-2018,11694.15
03-05-2018,11441.65
03-06-2018,10913.7
03-07-2018,10119.21
03-08-2018,9433.38
03-09-2018,9518.62
03-10-2018,9735.64
03-11-2018,9907.41
03-12-2018,9486.12
03-13-2018,9360.66
03-14-2018,8432.12
03-15-2018,8616.63
03-16-2018,8360.64
03-17-2018,8299.86
03-18-2018,8725.6
03-19-2018,9056.23
03-20-2018,9184.51
03-21-2018,9107
03-22-2018,8935.88
03-23-2018,9036.23
03-24-2018,8690.36
03-25-2018,8521.04
03-26-2018,8226.24
03-27-2018,8117.79
03-28-2018,7983.77
03-29-2018,7280.27
03-30-2018,7228.4
03-31-2018,7056.22
04-01-2018,8218.66
04-02-2018,7528.97
04-03-2018,7442.42
04-04-2018,6933.66
04-05-2018,6869.53
04-06-2018,7083.85
04-07-2018,7132.03
